Wirr,x0,x1,x2,x3,x4,x5,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63
0.22431570262096134,5.516822977292626,1.78033648796941,1.090485783823981,1.8683574445106093,0.9459892702325474,0.4627489053490951,"(np.float64(-11.664740869178267), 1)","(np.float64(-10.739243058480078), 1)","(np.float64(-9.772762328713174), 1)","(np.float64(-9.483769301530307), 1)","(np.float64(-8.847264518014983), 1)","(np.float64(-8.558271490832116), 1)","(np.float64(-8.10406789323945), 1)","(np.float64(-7.9280259801570505), 1)","(np.float64(-7.591790761065212), 1)","(np.float64(-7.178570082541258), 1)","(np.float64(-7.002528169458859), 1)","(np.float64(-6.666292950367021), 1)","(np.float64(-6.2120893527743535), 1)","(np.float64(-6.036047439691955), 1)","(np.float64(-5.923096325591486), 1)","(np.float64(-5.747054412509088), 1)","(np.float64(-5.286591542076164), 1)","(np.float64(-5.110549628993765), 1)","(np.float64(-4.997598514893297), 1)","(np.float64(-4.821556601810898), 1)","(np.float64(-4.367353004218231), 1)","(np.float64(-4.031117785126392), 1)","(np.float64(-3.8550758720439933), 1)","(np.float64(-3.44185519352004), 1)","(np.float64(-3.1056199744282016), 1)","(np.float64(-2.929578061345803), 1)","(np.float64(-2.4753744637531354), 1)","(np.float64(-2.1863814365702683), 1)","(np.float64(-1.549876653054945), 1)","(np.float64(-1.2608836258720784), 1)","(np.float64(-0.6310949145930165), 1)","(np.float64(-0.294402896105173), 1)","(np.float64(0.294402896105173), 1)","(np.float64(0.6310949145930165), 1)","(np.float64(1.2608836258720784), 1)","(np.float64(1.549876653054945), 1)","(np.float64(2.1863814365702683), 1)","(np.float64(2.4753744637531354), 1)","(np.float64(2.929578061345803), 1)","(np.float64(3.1056199744282016), 1)","(np.float64(3.44185519352004), 1)","(np.float64(3.8550758720439933), 1)","(np.float64(4.031117785126392), 1)","(np.float64(4.367353004218231), 1)","(np.float64(4.821556601810898), 1)","(np.float64(4.997598514893297), 1)","(np.float64(5.110549628993765), 1)","(np.float64(5.286591542076164), 1)","(np.float64(5.747054412509088), 1)","(np.float64(5.923096325591486), 1)","(np.float64(6.036047439691955), 1)","(np.float64(6.2120893527743535), 1)","(np.float64(6.666292950367021), 1)","(np.float64(7.002528169458859), 1)","(np.float64(7.178570082541258), 1)","(np.float64(7.591790761065212), 1)","(np.float64(7.9280259801570505), 1)","(np.float64(8.10406789323945), 1)","(np.float64(8.558271490832116), 1)","(np.float64(8.847264518014983), 1)","(np.float64(9.483769301530307), 1)","(np.float64(9.772762328713174), 1)","(np.float64(10.739243058480078), 1)","(np.float64(11.664740869178267), 1)"
