Wirr,x0,x1,x2,x3,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
0.43300404645737833,5.756457732460114,0.5364364679781152,1.1818721742374354,2.2563350238608537,"(np.float64(-9.731101398536518), 1)","(np.float64(-8.658228462580288), 1)","(np.float64(-7.367357050061647), 1)","(np.float64(-6.294484114105417), 1)","(np.float64(-5.218431350814811), 1)","(np.float64(-4.145558414858581), 1)","(np.float64(-2.85468700233994), 1)","(np.float64(-1.7818140663837099), 1)","(np.float64(1.7818140663837099), 1)","(np.float64(2.85468700233994), 1)","(np.float64(4.145558414858581), 1)","(np.float64(5.218431350814811), 1)","(np.float64(6.294484114105417), 1)","(np.float64(7.367357050061647), 1)","(np.float64(8.658228462580288), 1)","(np.float64(9.731101398536518), 1)"
