Wirr,x0,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7
0.6441169227816923,5.756457732460113,0.7862898643206424,1.9391786124826467,"(np.float64(-8.481926209263403), 1)","(np.float64(-6.909346480622117), 1)","(np.float64(-4.603568984298109), 1)","(np.float64(-3.030989255656824), 1)","(np.float64(3.030989255656824), 1)","(np.float64(4.603568984298109), 1)","(np.float64(6.909346480622117), 1)","(np.float64(8.481926209263403), 1)"
