Wirr,x0,x1,E0,E1,E2,E3
1.2055563234678752,1.4274729590112885,5.756457732460114,"(np.float64(-7.183930691471403), 1)","(np.float64(-4.328984773448825), 1)","(np.float64(4.328984773448825), 1)","(np.float64(7.183930691471403), 1)"
