Wirr,x0,x1,x2,x3,x4,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
0.3013726775111537,0.5419124174196469,5.756457732460112,2.1664639199775766,1.0987609379957641,1.280680026217574,"(np.float64(-10.844275034070675), 1)","(np.float64(-9.76045019923138), 1)","(np.float64(-8.646753158079145), 1)","(np.float64(-8.282914981635527), 1)","(np.float64(-7.56292832323985), 1)","(np.float64(-7.199090146796232), 1)","(np.float64(-6.511347194115521), 1)","(np.float64(-6.085393105643997), 1)","(np.float64(-5.427522359276226), 1)","(np.float64(-5.001568270804703), 1)","(np.float64(-4.3138253181239925), 1)","(np.float64(-3.949987141680372), 1)","(np.float64(-3.2300004832846985), 1)","(np.float64(-2.8661623068410784), 1)","(np.float64(-1.7524652656888446), 1)","(np.float64(-0.6686404308495507), 1)","(np.float64(0.6686404308495507), 1)","(np.float64(1.7524652656888446), 1)","(np.float64(2.8661623068410784), 1)","(np.float64(3.2300004832846985), 1)","(np.float64(3.949987141680372), 1)","(np.float64(4.3138253181239925), 1)","(np.float64(5.001568270804703), 1)","(np.float64(5.427522359276226), 1)","(np.float64(6.085393105643997), 1)","(np.float64(6.511347194115521), 1)","(np.float64(7.199090146796232), 1)","(np.float64(7.56292832323985), 1)","(np.float64(8.282914981635527), 1)","(np.float64(8.646753158079145), 1)","(np.float64(9.76045019923138), 1)","(np.float64(10.844275034070675), 1)"
