Wirr,x0,x1,x2,x3,x4,x5,x6,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
0.17551656092946488,1.5300925593513492,0.7850036069694136,0.9018082453410035,1.4450158604469472,5.190937918816713,0.38996099331002154,2.1102712540004465,"(np.float64(-12.353090438235894), 1)","(np.float64(-11.573168451615851), 1)","(np.float64(-10.783083224297068), 1)","(np.float64(-10.549473947553887), 1)","(np.float64(-10.003161237677025), 1)","(np.float64(-9.769551960933844), 1)","(np.float64(-9.463058717342), 1)","(np.float64(-9.292905319533196), 1)","(np.float64(-8.97946673361506), 1)","(np.float64(-8.683136730721957), 1)","(np.float64(-8.512983332913153), 1)","(np.float64(-8.199544746995018), 1)","(np.float64(-8.132547930235), 1)","(np.float64(-7.893051503403173), 1)","(np.float64(-7.7228981055943695), 1)","(np.float64(-7.659442226659993), 1)","(np.float64(-7.489288828851189), 1)","(np.float64(-7.352625943614958), 1)","(np.float64(-7.11312951678313), 1)","(np.float64(-6.942976118974327), 1)","(np.float64(-6.87952024003995), 1)","(np.float64(-6.709366842231146), 1)","(np.float64(-6.562540716296175), 1)","(np.float64(-6.402873598639301), 1)","(np.float64(-6.328931439552994), 1)","(np.float64(-6.089435012721166), 1)","(np.float64(-5.919281614912363), 1)","(np.float64(-5.782618729676132), 1)","(np.float64(-5.622951612019259), 1)","(np.float64(-5.5490094529329514), 1)","(np.float64(-5.309513026101123), 1)","(np.float64(-5.242516209341106), 1)","(np.float64(-5.13935962829232), 1)","(np.float64(-5.072362811532303), 1)","(np.float64(-4.832866384700475), 1)","(np.float64(-4.758924225614168), 1)","(np.float64(-4.599257107957295), 1)","(np.float64(-4.462594222721064), 1)","(np.float64(-4.29244082491226), 1)","(np.float64(-4.052944398080432), 1)","(np.float64(-3.9790022389941253), 1)","(np.float64(-3.819335121337252), 1)","(np.float64(-3.6725089954022803), 1)","(np.float64(-3.5023555975934766), 1)","(np.float64(-3.4388997186591004), 1)","(np.float64(-3.268746320850296), 1)","(np.float64(-3.0292498940184682), 1)","(np.float64(-2.892587008782237), 1)","(np.float64(-2.722433610973434), 1)","(np.float64(-2.658977732039057), 1)","(np.float64(-2.4888243342302534), 1)","(np.float64(-2.249327907398425), 1)","(np.float64(-2.1823310906384084), 1)","(np.float64(-1.9712146006024682), 1)","(np.float64(-1.8688925047202736), 1)","(np.float64(-1.6987391069114695), 1)","(np.float64(-1.4024091040183657), 1)","(np.float64(-1.191292613982425), 1)","(np.float64(-1.0889705181002303), 1)","(np.float64(-0.918817120291427), 1)","(np.float64(-0.612323876699582), 1)","(np.float64(-0.4012073866636412), 1)","(np.float64(-0.3787145999564021), 1)","(np.float64(-0.1675981099204613), 1)","(np.float64(0.1675981099204613), 1)","(np.float64(0.3787145999564021), 1)","(np.float64(0.4012073866636412), 1)","(np.float64(0.612323876699582), 1)","(np.float64(0.918817120291427), 1)","(np.float64(1.0889705181002303), 1)","(np.float64(1.191292613982425), 1)","(np.float64(1.4024091040183657), 1)","(np.float64(1.6987391069114695), 1)","(np.float64(1.8688925047202736), 1)","(np.float64(1.9712146006024682), 1)","(np.float64(2.1823310906384084), 1)","(np.float64(2.249327907398425), 1)","(np.float64(2.4888243342302534), 1)","(np.float64(2.658977732039057), 1)","(np.float64(2.722433610973434), 1)","(np.float64(2.892587008782237), 1)","(np.float64(3.0292498940184682), 1)","(np.float64(3.268746320850296), 1)","(np.float64(3.4388997186591004), 1)","(np.float64(3.5023555975934766), 1)","(np.float64(3.6725089954022803), 1)","(np.float64(3.819335121337252), 1)","(np.float64(3.9790022389941253), 1)","(np.float64(4.052944398080432), 1)","(np.float64(4.29244082491226), 1)","(np.float64(4.462594222721064), 1)","(np.float64(4.599257107957295), 1)","(np.float64(4.758924225614168), 1)","(np.float64(4.832866384700475), 1)","(np.float64(5.072362811532303), 1)","(np.float64(5.13935962829232), 1)","(np.float64(5.242516209341106), 1)","(np.float64(5.309513026101123), 1)","(np.float64(5.5490094529329514), 1)","(np.float64(5.622951612019259), 1)","(np.float64(5.782618729676132), 1)","(np.float64(5.919281614912363), 1)","(np.float64(6.089435012721166), 1)","(np.float64(6.328931439552994), 1)","(np.float64(6.402873598639301), 1)","(np.float64(6.562540716296175), 1)","(np.float64(6.709366842231146), 1)","(np.float64(6.87952024003995), 1)","(np.float64(6.942976118974327), 1)","(np.float64(7.11312951678313), 1)","(np.float64(7.352625943614958), 1)","(np.float64(7.489288828851189), 1)","(np.float64(7.659442226659993), 1)","(np.float64(7.7228981055943695), 1)","(np.float64(7.893051503403173), 1)","(np.float64(8.132547930235), 1)","(np.float64(8.199544746995018), 1)","(np.float64(8.512983332913153), 1)","(np.float64(8.683136730721957), 1)","(np.float64(8.97946673361506), 1)","(np.float64(9.292905319533196), 1)","(np.float64(9.463058717342), 1)","(np.float64(9.769551960933844), 1)","(np.float64(10.003161237677025), 1)","(np.float64(10.549473947553887), 1)","(np.float64(10.783083224297068), 1)","(np.float64(11.573168451615851), 1)","(np.float64(12.353090438235894), 1)"
