Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
1.2323906150868669,0.0,0.9402564725665656,"(np.float64(-16.92461650619818), 1)","(np.float64(-13.16359061593192), 9)","(np.float64(-9.402564725665655), 36)","(np.float64(-5.641538835399394), 84)","(np.float64(-1.8805129451331313), 126)","(np.float64(1.8805129451331313), 126)","(np.float64(5.641538835399394), 84)","(np.float64(9.402564725665655), 36)","(np.float64(13.16359061593192), 9)","(np.float64(16.92461650619818), 1)","(np.float64(-0.0), 512)"
