Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
1.4015434729631033,7.530096422690456e-27,1.030216544978131,"(np.float64(-16.483464719650097), 1)","(np.float64(-12.362598539737572), 8)","(np.float64(-8.241732359825049), 28)","(np.float64(-4.120866179912524), 56)","(np.float64(7.530096422690456e-27), 70)","(np.float64(4.120866179912524), 56)","(np.float64(8.241732359825049), 28)","(np.float64(12.362598539737572), 8)","(np.float64(16.483464719650097), 1)","(np.float64(-7.530096422690456e-27), 256)"
