Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
0.819337380418315,5.664829881914716e-26,0.7122923475270893,"(np.float64(-19.944185730758498), 1)","(np.float64(-17.09501634065014), 14)","(np.float64(-14.245846950541786), 91)","(np.float64(-11.396677560433428), 364)","(np.float64(-8.54750817032507), 1001)","(np.float64(-5.698338780216714), 2002)","(np.float64(-2.849169390108357), 3003)","(np.float64(5.664829881914716e-26), 3432)","(np.float64(2.849169390108357), 3003)","(np.float64(5.698338780216714), 2002)","(np.float64(8.54750817032507), 1001)","(np.float64(11.396677560433428), 364)","(np.float64(14.245846950541786), 91)","(np.float64(17.09501634065014), 14)","(np.float64(19.944185730758498), 1)","(np.float64(-5.664829881914716e-26), 16384)"
