Wirr,x1,x2,E0,E1,E2,E3
5.063320546950276,5.756457727460122,0.0,"(np.float64(5.756457727460122), 1)","(np.float64(5.756457727460122), 2)","(np.float64(5.756457727460122), 1)","(np.float64(-5.756457727460122), 4)"
