Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13
0.9485983354071913,2.1971985020939798e-24,0.785290780021629,"(np.float64(-18.846978720519097), 1)","(np.float64(-15.70581560043258), 12)","(np.float64(-12.564652480346064), 66)","(np.float64(-9.423489360259548), 220)","(np.float64(-6.282326240173032), 495)","(np.float64(-3.141163120086516), 792)","(np.float64(2.1971985020939798e-24), 924)","(np.float64(3.141163120086516), 792)","(np.float64(6.282326240173032), 495)","(np.float64(9.423489360259548), 220)","(np.float64(12.564652480346064), 66)","(np.float64(15.70581560043258), 12)","(np.float64(18.846978720519097), 1)","(np.float64(-2.1971985020939798e-24), 4096)"
