Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11
1.129462751246958,-6.7854510863412566e-18,0.8847306731726183,"(np.float64(-17.694613463452367), 1)","(np.float64(-14.155690770761893), 10)","(np.float64(-10.61676807807142), 45)","(np.float64(-7.077845385380947), 120)","(np.float64(-3.5389226926904733), 210)","(np.float64(-6.7854510863412566e-18), 252)","(np.float64(3.5389226926904733), 210)","(np.float64(7.077845385380947), 120)","(np.float64(10.61676807807142), 45)","(np.float64(14.155690770761893), 10)","(np.float64(17.694613463452367), 1)","(np.float64(6.7854510863412566e-18), 1024)"
