Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12
1.0187404989842066,-1.6215871815653808e-16,0.8240876697238806,"(np.float64(-18.12992873392537), 1)","(np.float64(-14.83357805502985), 11)","(np.float64(-11.537227376134329), 55)","(np.float64(-8.240876697238805), 165)","(np.float64(-4.944526018343284), 330)","(np.float64(-1.6481753394477614), 462)","(np.float64(1.648175339447761), 462)","(np.float64(4.944526018343284), 330)","(np.float64(8.240876697238805), 165)","(np.float64(11.537227376134329), 55)","(np.float64(14.83357805502985), 11)","(np.float64(18.12992873392537), 1)","(np.float64(1.6215871815653808e-16), 2048)"
