Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7
1.8590115832742078,4.025634652409843e-17,1.267942700388724,"(np.float64(-15.215312404664688), 1)","(np.float64(-10.143541603109792), 6)","(np.float64(-5.071770801554896), 15)","(np.float64(4.025634652409843e-17), 20)","(np.float64(5.071770801554896), 15)","(np.float64(10.143541603109792), 6)","(np.float64(15.215312404664688), 1)","(np.float64(-4.025634652409843e-17), 64)"
