Wirr,x1,x2,E0,E1,E2
5.063320550152688,5.756457730662597,-3.1264202977753276e-16,"(np.float64(5.756457730662598), 1)","(np.float64(5.756457730662596), 1)","(np.float64(-5.756457730662597), 2)"
