Wirr,x1,x2,E0,E1,E2,E3,E4
3.611381912661854,-1.5042908370184037e-16,2.1514578735861183,"(np.float64(-12.90874724151671), 1)","(np.float64(-4.302915747172237), 3)","(np.float64(4.302915747172237), 3)","(np.float64(12.90874724151671), 1)","(np.float64(1.5042908370184037e-16), 8)"
