Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18
0.6760580498935955,-1.8567008313313013e-17,0.6291140796030369,"(np.float64(-21.389878706503254), 1)","(np.float64(-18.873422388091107), 17)","(np.float64(-16.356966069678958), 136)","(np.float64(-13.840509751266811), 680)","(np.float64(-11.324053432854663), 2380)","(np.float64(-8.807597114442517), 6188)","(np.float64(-6.291140796030369), 12376)","(np.float64(-3.774684477618221), 19448)","(np.float64(-1.2582281592060738), 24310)","(np.float64(1.2582281592060738), 24310)","(np.float64(3.774684477618221), 19448)","(np.float64(6.291140796030369), 12376)","(np.float64(8.807597114442517), 6188)","(np.float64(11.324053432854663), 2380)","(np.float64(13.840509751266811), 680)","(np.float64(16.356966069678958), 136)","(np.float64(18.873422388091107), 17)","(np.float64(21.389878706503254), 1)","(np.float64(1.8567008313313013e-17), 131072)"
