Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20
0.6085842030387966,5.593776927267576e-25,0.5889302046202639,"(np.float64(-22.37934777557003), 1)","(np.float64(-20.023626957088972), 19)","(np.float64(-17.66790613860792), 171)","(np.float64(-15.312185320126861), 969)","(np.float64(-12.956464501645806), 3876)","(np.float64(-10.600743683164751), 11628)","(np.float64(-8.245022864683694), 27132)","(np.float64(-5.889302046202639), 50388)","(np.float64(-3.5335812277215837), 75582)","(np.float64(-1.1778604092405278), 92378)","(np.float64(1.1778604092405278), 92378)","(np.float64(3.5335812277215837), 75582)","(np.float64(5.889302046202639), 50388)","(np.float64(8.245022864683694), 27132)","(np.float64(10.600743683164751), 11628)","(np.float64(12.956464501645806), 3876)","(np.float64(15.312185320126861), 969)","(np.float64(17.66790613860792), 171)","(np.float64(20.023626957088972), 19)","(np.float64(22.37934777557003), 1)","(np.float64(-5.593776927267576e-25), 524288)"
