Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16
0.7604980017388616,-1.034166976070771e-16,0.6785258856974716,"(np.float64(-20.35577657092415), 1)","(np.float64(-17.641673028134264), 15)","(np.float64(-14.927569485344376), 105)","(np.float64(-12.213465942554489), 455)","(np.float64(-9.499362399764603), 1365)","(np.float64(-6.785258856974716), 3003)","(np.float64(-4.07115531418483), 5005)","(np.float64(-1.3570517713949433), 6435)","(np.float64(1.3570517713949433), 6435)","(np.float64(4.07115531418483), 5005)","(np.float64(6.785258856974716), 3003)","(np.float64(9.499362399764603), 1365)","(np.float64(12.213465942554489), 455)","(np.float64(14.927569485344376), 105)","(np.float64(17.641673028134264), 15)","(np.float64(20.35577657092415), 1)","(np.float64(1.034166976070771e-16), 32768)"
