Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6
2.177396507302254,4.8368107195586943e-32,1.4304345372402159,"(np.float64(-14.304345372402159), 1)","(np.float64(-8.582607223441295), 5)","(np.float64(-2.8608690744804317), 10)","(np.float64(2.8608690744804317), 10)","(np.float64(8.582607223441295), 5)","(np.float64(14.304345372402159), 1)","(np.float64(-4.8368107195586943e-32), 32)"
