Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19
0.645244302881757,-1.7078980320404618e-16,0.6109274986570851,"(np.float64(-21.99338995165506), 1)","(np.float64(-19.549679957026722), 18)","(np.float64(-17.105969962398383), 153)","(np.float64(-14.66225996777004), 816)","(np.float64(-12.218549973141702), 3060)","(np.float64(-9.774839978513361), 8568)","(np.float64(-7.33112998388502), 18564)","(np.float64(-4.8874199892566805), 31824)","(np.float64(-2.4437099946283403), 43758)","(np.float64(-1.7078980320404618e-16), 48620)","(np.float64(2.4437099946283403), 43758)","(np.float64(4.8874199892566805), 31824)","(np.float64(7.33112998388502), 18564)","(np.float64(9.774839978513361), 8568)","(np.float64(12.218549973141702), 3060)","(np.float64(14.66225996777004), 816)","(np.float64(17.105969962398383), 153)","(np.float64(19.549679957026722), 18)","(np.float64(21.99338995165506), 1)","(np.float64(1.7078980320404618e-16), 262144)"
