Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8
1.5685347384341155,-9.076101353819004e-17,1.1178158995329854,"(np.float64(-15.649422593461797), 1)","(np.float64(-11.178158995329854), 7)","(np.float64(-6.706895397197913), 21)","(np.float64(-2.235631799065971), 35)","(np.float64(2.235631799065971), 35)","(np.float64(6.706895397197913), 21)","(np.float64(11.178158995329854), 7)","(np.float64(15.649422593461797), 1)","(np.float64(9.076101353819004e-17), 128)"
