Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14
0.8701909619786814,5.9685294975112275e-25,0.7412043099145122,"(np.float64(-19.27131205777732), 1)","(np.float64(-16.30649481811927), 13)","(np.float64(-13.341677578461221), 78)","(np.float64(-10.376860338803171), 286)","(np.float64(-7.412043099145123), 715)","(np.float64(-4.447225859487073), 1287)","(np.float64(-1.4824086198290245), 1716)","(np.float64(1.4824086198290245), 1716)","(np.float64(4.447225859487073), 1287)","(np.float64(7.412043099145123), 715)","(np.float64(10.376860338803171), 286)","(np.float64(13.341677578461221), 78)","(np.float64(16.30649481811927), 13)","(np.float64(19.27131205777732), 1)","(np.float64(-5.9685294975112275e-25), 8192)"
