Wirr,x1,x2,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17
0.7217574144727565,8.65864314481557e-25,0.6559780531498227,"(np.float64(-20.991297700794327), 1)","(np.float64(-18.367385488195037), 16)","(np.float64(-15.743473275595745), 120)","(np.float64(-13.119561062996453), 560)","(np.float64(-10.495648850397163), 1820)","(np.float64(-7.871736637797873), 4368)","(np.float64(-5.247824425198582), 8008)","(np.float64(-2.623912212599291), 11440)","(np.float64(8.65864314481557e-25), 12870)","(np.float64(2.623912212599291), 11440)","(np.float64(5.247824425198582), 8008)","(np.float64(7.871736637797873), 4368)","(np.float64(10.495648850397163), 1820)","(np.float64(13.119561062996453), 560)","(np.float64(15.743473275595745), 120)","(np.float64(18.367385488195037), 16)","(np.float64(20.991297700794327), 1)","(np.float64(-8.65864314481557e-25), 65536)"
