Wirr,x1,x2,E0,E1,E2,E3,E4,E5
2.78706918118544,-8.268610083687896e-17,1.7384168572831282,"(np.float64(-13.907334858265026), 1)","(np.float64(-6.953667429132513), 4)","(np.float64(-8.268610083687896e-17), 6)","(np.float64(6.953667429132513), 4)","(np.float64(13.907334858265026), 1)","(np.float64(8.268610083687896e-17), 16)"
